id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href
5317,Có gia đình nên bán,35.000.000 đ,32.2 tr,37.8 tr,"Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Có con nhỏ kho
ng thích hợp nữa.nên bán đổi xe",Benelli,BN 302,2017,10000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/124075983.htm
6978,Dư con xe nên cần bán,4.700.000 đ,3.28 tr,3.85 tr,"Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","Tình trạng xe chạy ok 
Do không còn nhu sử dụng nên bán 
Anh em nào thiện chí nt cho mình nhé 
Nhanh lẹ e fix chút cho anh xăng cộ
Không tiếp anh em cò lái mình cảm ơn
Xe vừa thay nhớ máy nhớt lap vừa thay cặp vỏ 
Mua về chỉ đổ xăng chạy",Suzuki,Hayate,2008,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/123374527.htm
4999,Xe Freeway zin 98% đời cuối siêu hiếm đầu 13,35.000.000 đ,11.59 tr,13.61 tr,"Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Xe Freeway đầu 13, đời cuối đời hoàn thiện nhất của dòng Freeway, máy êm, chạy đường trường rất thoải mái. Xe không dành cho số đông.
Xe đồ zin 98%, hao mòn theo thời gian 2%.
Giá này thì anh em đừng hỏi pháp lý nhé. Chỉ tiếp người có tìm hiểu về dòng Freeway, bớt lộc cho khách thiện chí nhanh gọn",Honda,Dòng khác,1995,250000,Đã sử dụng,Tay ga,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/125014282.htm
3426,Ninja 300 chính chủ.,50.000.000 đ,72.29 tr,84.86 tr,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","Hình sao bán vậy
Xe chính chủ
Dui dẻ bớt nhiều",Kawasaki,Ninja,2018,40000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123524374.htm
1488,"Sh ý Sm109 Chính chủ đang chạy đứng bán,SX 12/2012",200.000.000 đ,101.46 tr,119.11 tr,"Phường 4, Quận 10, Tp Hồ Chí Minh","Nhà nhiều xe,ít đi,nên chia sẻ đam mê
Chính chủ đứng bán
Sh ý 150 số máy 109 đăng ký cuối tháng 12/2012 đầu máy zin 100% xe chính chủ,
chưa rớt quạt
 ic sạc còn zin 
hết máy chắc kg dọng hay hú hí gi hết vỏ dunlop zin còn mới tinh
Yên zin còn rất đep sơn dán keo nguyên
Ae mua về chỉ đổ xăng chạy
Giá mong muốn 200trieu
*** Tài 18t
xem xe tại nhà(quận 10) để thương lượng thêm",Honda,SH,2012,31000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124348561.htm
102,bán xe sh 125i 2023 bstp,74.500.000 đ,73.25 tr,85.99 tr,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh","Mình bán xe chính chủ biển số tp quận tân phú 
Xe có dán keo gỡ keo ra là k có vết trầy 
Chạy 10605km, mua 7/2023",Honda,SH,2023,10605,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123358750.htm
2645,Xe Tay Ga Vario 150 Tím Mắm Tôm - CHÍNH CHỦ,42.000.000 đ,35.85 tr,42.08 tr,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","CẦN BÁN XE VARIO 150 – CHÍNH CHỦ
Thông tin xe:
– Dòng xe: Honda Vario 150
– Xuất xứ: Indonesia 
– Odo: 46922km
– Biển số: 50Y168388
– Màu sắc: Tím mắm tôm – màu độc lạ, ít đụng hàng
– Xe chính chủ, giấy tờ đầy đủ, hỗ trợ sang tên
– Máy zin êm ru, chưa bung đầu, chưa làm nồi
– Có trầy xước 
– Định kỳ thay nhớt, bảo dưỡng kỹ
Ưu điểm: Xe màu độc, chạy khoẻ, tiết kiệm xăng
“ Biển số đẹp ”
#vario150 #banxecu #xegaTPHCM #xegaBinhTan #chinhchu",Honda,Vario,2024,46900,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/124670086.htm
3025,bán chiếc vision bản thể thao 2023,32.500.000 đ,27.84 tr,32.68 tr,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","cần bán chiếc vision đk 2023 màu xám xi măng.máy zin,dàn áo đẹp xe đi kĩ.bao test thoải mái,xe còn 2 kính và 1 remote.ae ai cần lh ***.xin cảm ơn",Honda,Vision,2023,4400,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/123418840.htm
2830,CẦN bán lại con vision đời 2016 . Còn Fix,13.500.000 đ,16.83 tr,19.75 tr,"Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",Xe năm 2016 Thích hợp cho ae mua về chạy Dịch vụ xe ít hư vặt . Có trầy theo năm tháng sử dụng,Honda,Vision,2016,999999,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/123696886.htm
1075,Cần bán gấp chính chủ ủy quyền,120.000.000 đ,28 tr,32.86 tr,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",Cần bán gấp.chinh chủ ủy quyền .. chia cho ae đam mê biển đẹp,Honda,Vision,2023,900000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123179127.htm
